0.303,-0.194
0.357,-0.194
0.408,-0.193
0.464,-0.193
0.517,-0.192
0.574,-0.192
0.595,-0.104
0.593,0.031
0.709,-0.9990000000000001
0.658,-1.0
0.607,-1.0
0.555,-1.001
0.503,-1.001
0.449,-1.001
0.396,-1.004
0.337,-1.006
0.283,-1.006
0.218,-1.006
0.163,-1.006
0.09300000000000001,-1.008
0.04,-1.005
-0.048,-1.011
-0.102,-1.009
-0.166,-1.008
-0.241,-1.007
0.594,-0.036
0.883,-1.004
0.8299999999999998,-0.9980000000000001
0.779,-0.9990000000000001
-0.296,-1.007
0.9930000000000001,0.167
0.9970000000000001,0.113
0.9910000000000002,0.042
0.9980000000000001,-0.017
0.9940000000000001,-0.069
0.9940000000000001,-0.127
0.9950000000000001,-0.177
1.0,-0.228
1.001,-0.279
0.9980000000000001,-0.34
0.9970000000000001,-0.398
0.9980000000000001,-0.448
0.9980000000000001,-0.505
0.9980000000000001,-0.56
0.9990000000000001,-0.615
0.9990000000000001,-0.669
1.0,-0.719
1.0,-0.769
1.001,-0.8189999999999998
1.001,-0.871
1.001,-0.922
1.002,-0.973
0.957,-0.9980000000000001
0.591,0.084
-0.349,-1.007
-0.41,-1.007
-0.461,-1.007
-0.554,-1.007
0.293,-0.025
0.302,0.096
-0.615,-1.007
0.302,0.033
0.303,-0.079
-0.666,-1.007
0.303,-0.14
-0.759,-1.007
-0.811,-1.007
-0.863,-1.007
-1.001,-0.76
-1.001,-0.701
-1.002,-0.64
-1.002,-0.579
-0.921,-1.007
-0.9990000000000001,-0.9910000000000002
-0.9990000000000001,-0.941
-1.0,-0.88
-1.0,-0.8199999999999998
-1.003,-0.518
-1.003,-0.459
-1.003,-0.401
-1.004,-0.348
-1.004,-0.295
-1.004,-0.238
-0.9970000000000001,-0.184
-1.005,-0.132
-1.005,-0.08
-0.453,0.378
-1.005,-0.019
-0.514,0.377
-1.005,0.04
-0.572,0.376
-0.631,0.377
-0.688,0.375
-0.45,0.429
-0.451,0.482
-1.004,0.104
-0.741,0.375
-1.005,0.157
-0.45,0.532
-1.003,0.207
-0.453,0.584
-1.005,0.259
-1.005,0.313
-0.453,0.634
-1.005,0.377
-1.005,0.428
-1.004,0.48
-1.005,0.531
-0.236,1.0
-0.175,1.001
-0.334,0.9990000000000001
-0.114,1.001
-0.395,0.9990000000000001
-0.053,1.001
-0.455,0.9980000000000001
0.007,1.002
0.064,1.003
0.114,1.004
0.166,1.004
-0.562,0.9980000000000001
-0.512,0.9990000000000001
0.223,1.004
0.385,0.11
0.512,0.111
0.278,1.005
0.46,0.11
0.342,1.005
0.398,1.005
-0.612,0.9970000000000001
0.468,1.011
-0.665,0.9970000000000001
0.519,1.011
0.571,1.008
-0.718,0.9960000000000001
-0.8519999999999999,1.0
-0.801,0.9950000000000001
0.63,1.013
-0.914,0.9970000000000001
-0.968,0.9980000000000001
-1.002,0.869
-1.003,0.923
0.687,1.01
-1.001,0.8159999999999998
-1.001,0.757
-1.0,0.705
-0.69,0.678
-0.498,0.675
-0.627,0.674
-0.576,0.674
-0.746,0.672
-1.0,0.653
0.737,1.012
-0.9980000000000001,0.602
-0.745,0.499
-0.746,0.577
-0.748,0.426
-0.448,0.684
0.792,1.011
0.8489999999999999,1.006
0.899,1.01
1.0,0.751
1.0,0.69
1.0,0.629
1.002,0.568
1.001,0.507
1.0,0.457
0.9990000000000001,0.809
1.0,0.406
0.9990000000000001,0.863
1.004,0.352
0.9980000000000001,0.913
1.004,0.299
1.005,0.234
0.952,1.004
1.002,1.002
0.61,-0.154
